date,link,link_name,snippet,language,title,abstract,pdf_link,domain,search_term,query_date,BADLINK,DONEPDF,GOTTEXT,GOTSCORE,GOTSPECIES,score,species,daysago
2019-08-12,https://www.nature.com/articles/s41598-019-47951-6,Distribution and relative age of ... - Scientific Reports,"We investigated the relative age of monocots across islands worldwide, using different measures of phylogenetic endemism tested against null models. We compiled a species occurrence dataset across ...",en,Distribution and relative age of endemism across islands worldwide,"Islands have remarkable levels of endemism and contribute greatly to global biodiversity. Establishing the age of island endemics is important to gain insights into the processes that have shaped the biodiversity patterns of island biota. We investigated the relative age of monocots across islands worldwide, using different measures of phylogenetic endemism tested against null models. We compiled a species occurrence dataset across 4,306 islands, and identified 142 sites with neo-, paleo-, mixed and super-endemism. These sites were distributed across the world, although they tended to be more common at low latitudes. The most frequent types of endemism were mixed and super-endemism, which suggests that present-day island biodiversity has frequently been shaped by processes that took place at different points in times. We also identified the environmental factors that contributed most to different types of endemism; we found that latitude, habitat availability and climate stability had a significant impact on the persistence of ancient taxa and on recent diversification events. The islands identified here are irreplaceable both for the uniqueness and the evolutionary history of their flora, and because they are a source of “option values” and evolutionary potential. Therefore, our findings will help guide biodiversity conservation on a global scale.",https://www.nature.com/articles/s41598-019-47951-6.pdf,nature.com,kagu,2022-04-11,0,0,1,1,1,-6.50130524189266,,982
2019-11-04,https://avianres.biomedcentral.com/articles/10.1186/s40657-019-0181-6,Temporal patterns of three sympatric pheasant species in ...,"Cabot’s Tragopan is considered Vulnerable (VU) according to the IUCN Red List, and is a nationally protected species in China (Category I). White-necklaced Partridge is listed as Near Threatened (NT) by IUCN, and Silver Pheasant is also a nationally protected species (Category II) in China.",en,Temporal patterns of three sympatric pheasant species in the Nanling Mountains: N-mixture modeling applied to detect abundance,"The reliability of long-term population estimates is crucial for conservation and management purposes. Most previous studies assume that count indices are proportionally related to abundance; however, this assumption may not hold when detection varies spatially and temporally. We examined seasonal variations in abundance of three bird species (Cabot’s Tragopan Tragopan caboti, Silver Pheasant Lophura nycthemera, and White-necklaced Partridge Arborophila gingica) along an elevational gradient, using N-mixture models that take into account imperfect detection in our bird data. Camera-trapping was used to monitor temporal activity patterns of these species at Guangdong Nanling National Nature Reserve from December 2013 to November 2017 (4 seasons per year). For abundance analysis (N-mixture modeling), we divided a year into 4 seasons, i.e. 3 months per season, and performed the analysis by season. Elevation was incorporated into the N-mixture model as a covariate that may affect abundance. We compared the N-mixture model with a null model (no covariate model) and selected the better model based on AIC values to make an inference. From 24 sampling sites, we obtained 6786 photographs of 8482 individuals of 44 bird species and 26 mammal species. Silver Pheasant was photographed much more frequently and showed higher temporal activity frequency than White-necklaced Partridge or Cabot’s Tragopan. Silver Pheasant was camera-captured most frequently in summer, and other two species in winters. All three species had two daytime activity peaks: between 6:00 a.m. and 10:00 a.m., and between 5:00 p.m. and 7:00 p.m., respectively. Our estimated abundance and detection probability from the N-mixture model were variable by season. In particular, all three species showed greater abundance in summer than in winter, and estimated abundance patterns of all three species were more similar with observed camera-trapping counts in summers. Moreover, in winter, elevation had a positive impact on abundance of Silver Pheasant and Cabot’s Tragopan, but not on White-necklaced Partridge. Our results demonstrate that the N-mixture model performed well in the estimation of temporal population abundance at local fixed permanent plots in mountain habitat in southern China, based on the modeling of repeated camera-trapping counts. The seasonal differences in abundance of the three endemic bird species and the strong effect of elevation on abundance of two species in winter were only indicative of variations in spatio-temporal distribution within species and between species. In identifying suitable habitat for endemic pheasants, the positive elevational effect also suggests that more attention should be paid to conservation of areas with higher elevation in the Nanling Mountains.",https://avianres.biomedcentral.com/track/pdf/10.1186/s40657-019-0181-6,avianres.biomedcentral.com,tragopan,2022-04-08,0,0,1,1,1,-6.50823276451848,"['tragopan caboti', 'partridge', 'arborophila gingica', 'silver pheasant', 'lophura nycthemera']",898
2020-05-12,https://link.springer.com/chapter/10.1007/978-3-030-42703-0_7,Ecotourism: An Innovative Approach to Biodiversity ...,"The landscape supports seasonal wetlands that host a significant population of migratory birds. A total of 207 bird species, including 100 residents and 107 migratory species, have been recorded in the Banni. Among these are Flamingos, Great Indian Bustard, Houbara Bustard, White-winged Black-naped Tit, Stoliczka’s Bush Chat, and the Grey Hypocolius. Banni, with its grassland ecosystem ...",en,Ecotourism: An Innovative Approach to Biodiversity Conservation and Community Development,"The traditional conservation approach of designating Protected Areas (PAs) for biodiversity conservation has come under severe criticism in the last few decades. This conservation paradigm worked well where there were no nature-resource dependent communities, but it...",https://link.springer.com/content/pdf/10.1007/978-3-030-42703-0_7.pdf,link.springer.com,hypocolius,2022-04-11,0,0,1,1,1,-6.50890060644332,,708
2020-01-26,https://www.tandfonline.com/doi/abs/10.2989/00306525.2019.1651417,Cliff roost site selection of the endangered Cape Vulture ...,"Roost site preferences influence the spatial distribution of species. Large soaring birds often roost on cliffs and large structures, and thus are restricted to areas where safe take-offs and landings can occur. The cliff roosting preferences of the Cape Vulture Gyps coprotheres were explored for five juveniles and nine adult birds. Generalised linear mixed models (GLMM) were used to identify ...",en,"Cliff roost site selection of the endangered Cape Vulture Gyps coprotheres in the Eastern Cape province, South Africa","(2020). Cliff roost site selection of the endangered Cape Vulture Gyps coprotheres in the Eastern Cape province, South Africa. Ostrich: Vol. 91, No. 1, pp. 25-34.",,tandfonline.com,chassefiente,2022-04-05,0,0,1,1,1,-6.50931025499092,"['gyps coprotheres', 'cape vulture']",815
2021-12-13,https://link.springer.com/article/10.1007/s10344-021-01549-4,Review on methods used for wildlife species and individual ...,"The use of fin photographs for individual identification for white sharks was deemed good though its application can be used for a ... Srivastava A, Vyas G, Mishra S (2016) An automatic classification of bird species using audio feature extraction and support vector machines. In: 2016 International Conference on Inventive Computation Technologies (ICICT), vol 1. IEEE, pp 1–5 . Raj A ...",en,Review on methods used for wildlife species and individual identification,"This work presented a literature review on animal species and individual identification tools, as well as animal monitoring capabilities. We gathered the literature to cover different aspects of technologies that are widely in use for animal identification, from the traditional up to the latest methods. This study includes species and individual animal identification attributes namely body patterns, footprints, facial features, and sound for identification purposes. The large volume of data collected could be automatically processed using machine learning and deep learning techniques to achieve both species and individual animal identification more efficiently as compared to the human workforce. It is a much faster and accurate approach considering the large volume of data, than manual processing, which is extremely expensive, time-consuming, tedious, and monotonous. We established that machine learning and advancements in deep learning hold significant promise to high-accuracy identification of both species and individual animal. Methods used for individual identification are mainly implemented in endangered species by the conservation management. The traditional methods such as the use of footprints, drawings of animal biometrics are integrated into the recent growth of technology to eliminate the human skill needed to achieve species and individual identification through the use of machine learning and deep learning algorithms for automatic identification purposes.",https://link.springer.com/content/pdf/10.1007/s10344-021-01549-4.pdf,link.springer.com,fin,2022-04-09,0,0,1,1,1,-6.51263894363378,,128
2021-08-17,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0253151,Mapping of biodiversity hubs and key ecosystem services as ...,"Several bird species many of which have adapted to the human-modified habitats have been identified, many mammal, reptile amphibian and invertebrate species exist in large numbers as well. Rwanda’s contemporary biodiversity conservation strategy has principally centered on PA model. The PA in Rwanda are largely a colonization legacy predominantly sustained by government institutions and ...",en,Mapping of biodiversity hubs and key ecosystem services as a tool for shaping optimal areas for conservation,"Most National Parks (NP) and nature reserves in Rwanda have been established opportunistically in the early 1900s, without clear consideration of ensuring the protection to all threatened different taxonomical or functional groups, such as vegetation, invertebrates, fish, and birds. With the increasing conservation objectives, raised expectations into Protected Areas (PA), and within a more challenging environmental context, it is important to identify biodiversity hubs and key areas for Ecosystem Services (ES) to maximize the efficiency of conservation efforts by assisting priority areas under threats. To date, no comprehensive analysis, to the best of our knowledge has been done to assess both biodiversity and ES in Rwanda. This is a notable gap, considering that global-scale research suggests that the spatial overlap between biodiversity targets and ES is low. This study reports a nationwide assessment, mapping the richness of threatened species and three key ES Carbon Storage, Water Quantity, and Water Quality. Our analysis has shown that PAs are neither perfectly delineated to protect biodiversity nor key ES. The state of PAs offers a taxonomic protection bias in favor of mammals and birds but leaves many endangered species in other taxonomic groups in collapsing and unprotected small ecosystems scattered around the country. Rwanda’s PAs cover important carbon stock but can do better at securing higher water balance regions and clean water sources. We propose an improvement of the NP system in Rwanda to help guide the economic development along a path of green growth and ensures the well-being of both people and nature. Locating biodiversity hubs and key ES can help to connect conservationists, local people, and governments in order to better guide conservation actions.",https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0253151&type=printable,journals.plos.org,nyanza,2022-04-11,0,0,1,1,1,-6.51304405362245,,246
2022-04-05,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0265968,Vampyrum spectrum (Phyllostomidae) movement and prey ...,"This species belongs to the subfamily Phyllostominae, the leaf-nosed bats (Phyllostomidae), which inhabit forests with relatively low anthropogenic disturbance [ 3 – 7 ]. The International Union for Conservation of Nature (IUCN) has designated the species as Near Threatened with a decreasing population trend throughout its range [ 8 ].",en,Vampyrum spectrum (Phyllostomidae) movement and prey revealed by radio-telemetry and DNA metabarcoding,"The spectral bat (Vampyrum spectrum), the largest bat species in the Americas, is considered Near Threatened by the International Union for Conservation of Nature and is listed as a species of special concern or endangered in several countries throughout its range. Although the species is known as carnivorous, data on basic ecology, including habitat selection and primary diet items, are limited owing to its relative rarity and difficulty in capturing the species. Leveraging advances in DNA metabarcoding and using radio-telemetry, we present novel information on the diet and movement of V. spectrum based on locations of a radio-collared individual and fecal samples collected from its communal roost (three individuals) in the Lowland Dry Forest of southern Nicaragua. Using a non-invasive approach, we explored the diet of the species with genetic markers designed to capture a range of arthropods and vertebrate targets from fecal samples. We identified 27 species of vertebrate prey which included birds, rodents, and other bat species. Our evidence suggested that V. spectrum can forage on a variety of species, from those associated with mature forests to forest edge-dwellers. Characteristics of the roost and our telemetry data underscore the importance of large trees for roosting in mature forest patches for the species. These data can inform conservation efforts for preserving both the habitat and the prey items in remnants of mature forest required by Vampyrum spectrum to survive in landscape mosaics.",https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0265968&type=printable,journals.plos.org,antrostomus,2022-04-20,0,0,1,1,1,-6.514259468177886,,15
2021-03-26,https://www.nature.com/articles/s41597-021-00804-2,Long-term and large-scale multispecies dataset tracking ...,"Secondly, species counts are weighted by the most recent species population size estimates (updated every three years) in a given country derived from national bird atlases, official data reports ...",en,Long-term and large-scale multispecies dataset tracking population changes of common European breeding birds,"Around fifteen thousand fieldworkers annually count breeding birds using standardized protocols in 28 European countries. The observations are collected by using country-specific and standardized protocols, validated, summarized and finally used for the production of continent-wide annual and long-term indices of population size changes of 170 species. Here, we present the database and provide a detailed summary of the methodology used for fieldwork and calculation of the relative population size change estimates. We also provide a brief overview of how the data are used in research, conservation and policy. We believe this unique database, based on decades of bird monitoring alongside the comprehensive summary of its methodology, will facilitate and encourage further use of the Pan-European Common Bird Monitoring Scheme results. Machine-accessible metadata file describing the reported data: https://doi.org/10.6084/m9.figshare.13240760",https://www.nature.com/articles/s41597-021-00804-2.pdf,nature.com,large,2022-04-12,0,0,1,1,1,-6.52318711320107,,390
2021-02-11,https://www.nature.com/articles/s41598-021-82014-9,Peaks in bat activity at turbines and ... - Scientific Reports,"Pipistrellus species commonly fly between 5 and 10 m 17, hence it is unlikely that many bat passes from this genus would be missed at control locations. While monitoring at 2 m would miss some...",en,Peaks in bat activity at turbines and the implications for mitigating the impact of wind energy developments on bats,"Wind turbines are a relatively new threat to bats, causing mortalities worldwide. Reducing these fatalities is essential to ensure that the global increase in wind-energy facilities can occur with minimal impact on bat populations. Although individual bats have been observed approaching wind turbines, and fatalities frequently reported, it is unclear whether bats are actively attracted to, indifferent to, or repelled by, the turbines at large wind-energy installations. In this study, we assessed bat activity at paired turbine and control locations at 23 British wind farms. The research focussed on Pipistrellus species, which were by far the most abundant bats recorded at these sites. P. pipistrellus activity was 37% higher at turbines than at control locations, whereas P. pygmaeus activity was consistent with no attraction or repulsion by turbines. Given that more than 50% of bat fatalities in Europe are P. pipistrellus, these findings help explain why Environmental Impact Assessments conducted before the installation of turbines are poor predictors of actual fatality rates. They also suggest that operational mitigation (minimising blade rotation in periods of high collision risk) is likely to be the most effective way to reduce collisions because the presence of turbines alters bat activity.",https://www.nature.com/articles/s41598-021-82014-9.pdf,nature.com,barré,2022-04-08,0,0,1,1,1,-6.52454885627805,,433
2020-09-01,https://www.cambridge.org/core/journals/bird-conservation-international/article/geographic-range-and-conservation-of-the-cipo-canastero-asthenes-luizae-an-endemic-furnariid-of-brazilian-sky-islands/43BC4EF5C2DEACF29152C22EE62BCE87,Geographic range and conservation of the Cipo Canastero ...,"In the sky-island archipelagos formed by the mountain tops of eastern Brazil, there are nine endemic birds, including four ovenbirds (Furnariidae), two species of the Cinclodes genus and two of the Asthenes genus, all with a unique distribution, ecology, and evolutionary history (Chaves et al. 2015 ).",en,"Geographic range and conservation of the Cipo Canastero Asthenes luizae, an endemic furnariid of Brazilian sky islands","Cipo Canastero Asthenes luizae is a relict ovenbird restricted to rocky outcrops at high elevations within the campo rupestre vegetation of the Espinhaço Range in the state of Minas Gerais, south-eastern Brazil. This poorly known species is considered ‘Near Threatened’, but recent studies have suggested that it should be listed under a higher category of threat. To contribute to the knowledge of this species and its conservation assessment and related planning, we compiled all literature records of the species distribution (n = 16 locations), collected new data on its occurrence (n = 72 locations), and calculated its geographic range using four different approaches. First, we defined the sky islands where the species occurs (nine units) using the lowest elevation value recorded (1,100 m asl) as a cut-off. Second, we performed species distribution modelling (SDM) across the sky islands and identified an area of 2,225.21 km2. Third, we measured the species’ extent of occurrence (EOO = 24,555.85 km2) and used SDM to estimate its upper limit (EOOup = 30,697.58 km2). Fourth, we measured the area of occupancy (AOO = 228 km2) and used SDM to estimate its upper limit (AOOup = 1,827.39 km2). We analysed the Cipo Canastero sky islands in terms of landscape metrics including size, isolation, protected area coverage, shape index, core area index, and proportion covered by SDM. We observed a very fragmented distribution, especially in the North sector of the species distribution, composed of small and isolated populations (separated by up to 112 km); the South sector is the core of its distribution and is composed of larger, more connected patches with differences in shape complexity that are not strongly influenced by an edge effect. The range sizes calculated, along with other reported information regarding population and habitat trends, justifies the inclusion of the species in at least the ‘Vulnerable’ category.",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/43BC4EF5C2DEACF29152C22EE62BCE87/S0959270919000418a.pdf/div-class-title-geographic-range-and-conservation-of-the-cipo-canastero-span-class-italic-asthenes-luizae-span-an-endemic-furnariid-of-brazilian-sky-islands-div.pdf,cambridge.org,visorbearer,2022-04-19,0,0,1,1,1,-6.52870976836364,"['ovenbird', 'cipo canastero', 'asthenes luizae']",596
2021-11-12,https://link.springer.com/article/10.1007/s13157-021-01510-w,Pollution or Protection - What Early Survey Data Shows on ...,"Only two other species in Guild 1 were observed; the Common Moorhen Gallinula chloropus, exclusively and equally found in C and D ponds, and a single Knob-billed Duck Sarkidiornis melanotos in January 2014 at B ponds (Table 1 ).",en,"Pollution or Protection - What Early Survey Data Shows on Rapid Waterbird Utilisation of a Newly Established Sewage Treatment Plant in Urban Ghana, West Africa","Rapid urbanisation increasingly isolates and exerts pressure on natural wetlands, particularly in the fast-growing developing countries of the tropics, including those of West Africa. Constructed wetlands such as sewage treatment plants, may unintendedly offer wildlife protection due to prohibitive access control and limited use, thereby attracting wary and specialised waterbirds in otherwise heavily disturbed formally protected wetlands with less polluted waterbodies. We present data from a rapid survey on 1-year post-opening colonisation and use of waterbirds in a recently constructed 11 ha restricted-access sewage treatment plant, situated in Ghana’s capital, Accra. During November-December 2013 and January 2014, nine daily counts in each month produced an accumulated count of >4200 observations belonging to 26 species of waterbirds, including several important Afro-Palaearctic and intra-African migrants, hereunder ardeids, piscivorous divers, waterfowl and waders. The distributional patterns of waterbirds clearly reflected local foraging opportunities and water quality parameters in the system of 12 inter-connected waste stabilisation ponds. A nearby semi-natural wetland with cleaner waterbodies, but higher levels of human interference, supported fewer waterbirds, predominantly commensal gregarious species. Our data suggests that strict protection from disturbances outweighs possible negative implications attributed to mere pollution of waterbodies supporting various waterbird guilds, thus highlighting the potential importance of informally protected sewage treatment plants distributed in functional networks, as a complement to designated wetlands. We anticipate that establishing similar or larger plants jointly will improve sewage treatment and waterbird conservation in urban Ghana, and West Africa in general.",https://link.springer.com/content/pdf/10.1007/s13157-021-01510-w.pdf,link.springer.com,sarkidiornis,2022-04-14,0,0,1,1,1,-6.529913609395696,,159
2021-11-17,https://avianres.biomedcentral.com/articles/10.1186/s40657-021-00301-5,Individual tracking reveals first breeding of Oriental Storks at age 2 years in the ...,"Oriental Storks ( Ciconia boyciana) were typically observed to first start breeding at 3 or 4 years of age in Russia (Andronov et al. 2011 ). However, based on ringing information, one male ringed as a chick was recorded breeding at 2 years of age at Xingkai Lake National Nature Reserve, China, in 1990 (Wang and Yang 1995 ).",en,Individual tracking reveals first breeding of Oriental Storks at age 2 years in the wild,"In this study, we report the first ever documented instances of attempted and successful reproduction (rearing two offspring) of Oriental Storks (Ciconia boyciana) at age 2 years in a wild population in the middle Heilongjiang-Amur River Basin in Russia, using a combination of GPS-GSM tracking, DNA sex identification and field verification.",https://avianres.biomedcentral.com/track/pdf/10.1186/s40657-021-00301-5,avianres.biomedcentral.com,stork,2022-04-08,0,0,1,1,1,-6.53030900976861,['ciconia boyciana'],154
2020-04-22,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0231820,The MacKinnon Lists Technique: An efficient new ... - PLOS,"In all four habitats Chao2 species richness estimate was still changing between the final two samples for MaxN, with a change between estimates of four species for Deep Fished, two species for Shallow Fished, three species for Deep ROA and two species for Shallow ROA (Table 1 and supplementary materials). Even with only four habitat comparisons available this difference in the final rate at ...",en,The MacKinnon Lists Technique: An efficient new method for rapidly assessing biodiversity and species abundance ranks in the marine environment,"Widespread and ever-increasing anthropogenic impacts in the marine environment are driving a need to develop more efficient survey methods for monitoring changes in marine biodiversity. There is a particular urgent need for survey methods that could more rapidly and effectively detect change in species richness, abundance and community composition. Here, test the suitability of the Mackinnon Lists Technique for use in the marine environment by testing its effectiveness for rapid assessment of fish communities. The MacKinnon Lists Technique is a time-efficient and cost-effective sampling method developed for studying avian tropical biodiversity, in which several list samples of species can be collected from a single survey. Using the well-established MaxN approach on data from deployments of a Baited Remote Underwater Video Systems for comparison, we tested the suitability of the MacKinnon Lists Technique for use in marine environments by analysing tropical reef fish communities. Using both methods for each data set, differences in community composition between depths and levels of protection were assessed. Both methods were comparable for diversity and evenness indices with similar ranks for species. Multivariate analysis showed that the MacKinnon Lists Technique and MaxN detected similar differences in community composition at different depths and protection status. However, the MacKinnon Lists Technique detected significant differences between factors when fewer videos (representing reduced survey effort) were used. We conclude that the MacKinnon Lists Technique is at least as effective as the widely used MaxN method for detecting differences between communities in the marine environment and suggest can do so with lower survey effort. The MacKinnon Lists Technique has the potential to be widely used as an effective new tool for rapid conservation monitoring in marine ecosystems.",https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0231820&type=printable,journals.plos.org,roa,2022-04-11,0,0,1,1,1,-6.53117704019639,,728
2022-04-04,https://www.nature.com/articles/d41586-022-00959-x,Your morning coffee is served up by the birds and the bees ...,"Secret of the birds: nearly 300 species fool foes the same way The ‘broken wing’ trick has evolved in more than 50 bird families, hinting at its success in protecting eggs and chicks. Twitter",en,Your morning coffee is served up by the birds and the bees,Excluding the winged creatures from the branches of coffee plants meant fewer flowers and smaller fruit. Excluding the winged creatures from the branches of coffee plants meant fewer flowers and smaller fruit.,,nature.com,go-away-bird,2022-04-09,0,0,1,1,1,-6.53503508801237,,16
2021-11-19,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0260307,Characterization and management of human-wildlife ...,"Outside PAs of Nepal, HWC incidences are very frequent [ 37] and Himalayan black bear and leopard are the main wildlife species responsible for attacking human [ 39, 40 ]. Their ecology and interactions with human are poorly studied.",en,"Characterization and management of human-wildlife conflicts in mid-hills outside protected areas of Gandaki province, Nepal","With the intent to better management human wildlife conflict (HWC) and wildlife conservation in mid-hills outside protected areas of Gandaki province, Nepal, we analyzed the patterns and drivers of HWC. Using data collected from literature, government records and questionnaire survey, we investigated temporal, seasonal and spatial distribution of human casualties caused by wildlife attacks. We also appraised the perception of local people towards wildlife conservation. We have recorded 77 cases (69 human injuries and 8 mortalities) during the period of nine year between 2011 and 2019. The number of wildlife attacks increased over this period. Wildlife attacks were more frequent in winter with 50% (42) of attacks occurred between September and December. Common leopard (Panthera pardus) and Himalayan black bear (Ursus thibetanus laniger) were the major species involved in these conflicts. Common leopard was the most feared species that causes highest number of human mortalities (87%, n = 67); the most severe type of HWC outcome. Forty-eight percent (n = 37) attacks were reported at human settlement areas followed by 27% attacks in agriculture land (n = 21) and 24% (n = 19) in forest. Generalized linear model analysis on spatial variables showed that the probability of human attacks increases with decreasing elevation (β = -0.0021, Z = -1.762, p = 0.078) and distance from the forest (β = -0.608, Z = -0.789, p = 0.429). We recommend to decrease habitat degradation / fragmentation, carry out habitat management program within forest to increase prey availability to decrease the wildlife invasion into human settlement area, and decrease dependency of people on forest resources by providing alternative livelihood opportunities. Simplified relief fund distribution mechanism at local level also helps alleviate the impact of HWC. The knowledge obtained by this study and management measures are important for better human-wildlife co-existence.",https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0260307&type=printable,journals.plos.org,nepalí,2022-04-05,0,0,1,1,1,-6.53627789521423,,152
2021-03-06,https://avianres.biomedcentral.com/articles/10.1186/s40657-021-00245-w,Using light-level geolocations to monitor ... - Avian Research,"groups of cavity-nesting birds are tightly associated with the phylogenies, i.e. the large branch of land birds defined as ‘cavitaves’ (rollers, woodpeckers, hornbills, trogons, cuckoo rollers and mousebirds), muscicapoidea (e.g. muscicapidae and sturnidae), certhoidea (e.g. sittidae, certhidae, troglodytidae and paridae) and some passeridea of …",en,Using light-level geolocations to monitor incubation behaviour of a cavity-nesting bird Apus apus pekinensis,"The Beijing Swift (Apus apus pekinensis) is a typical cavity-nesting bird that often nests inside holes and crevices in old architectures. Direct observation of their breeding behaviour is challenging and their breeding ecology is thus poorly studied. In this study, we analysed light-level geolocation data collected from six Beijing Swifts for the first time. Our results showed that geolocators can make comprehensive inference of their incubation period and behaviour. As a cost-effective and non-invasive method, geolocators can not only facilitate discovering migration routes, but also can be widely applied in the study of avian reproductive behaviour, especially in cavity-nesting bird species. We further discussed the characteristics and merits of this method and compared with other conventional nest-monitoring methods in recording birds.",https://avianres.biomedcentral.com/track/pdf/10.1186/s40657-021-00245-w,avianres.biomedcentral.com,ground-roller,2022-04-08,0,0,1,1,1,-6.54098661342705,"['apus apus', 'swift']",410
2021-12-02,https://avianres.biomedcentral.com/articles/10.1186/s40657-021-00305-1,Citrine Wagtail migration on the Indo-European flyway: a ...,The Citrine Wagtail ( Motacilla citreola) is a passerine that gradually expanded its breeding range from Asia westward to areas in central and western Europe (Meissner and Skakuj 1997) and is an example of a species that had has recently lengthened its migration route (Newton 2008 ).,en,Citrine Wagtail migration on the Indo-European flyway: a first geolocator track reveals alternative migration route and endurance flights to cross ecological barriers,"Most long-distance migrating passerines that breed in Europe spend their winters in Africa, with only a few species migrating eastward to spend the non-breeding period in South Asia. The use of the Indo-European flyway is rare and has been poorly studied so far. However, it is extremely interesting as within that system we are currently witnessing a recent range expansion of European breeding long distance migrants and thus the lengthening of migration routes. It may therefore conceal a unique migratory strategies and behaviour that can help us to understand the underlying factors and mechanisms determining the evolution of migration routes, strategies and breeding range extinction. Based on light-level geolocator we reveal a first track of the Citrine Wagtail (Motacilla citreola) migration, providing insight into the migration pattern, timing and behaviour of the species that recently has extended its migration routes. Unexpectedly, the studied individual did not retrace a recent range expansion that runs north and east from the Caspian Sea but followed a migration route running south form the Caspian sea, suggesting possible presence of an alternative species range expansion. The overall migration distance between the breeding site in Poland and the non-breeding site in Pakistan was about 10,420 km and included two endurance movement phases (920 and 2240 km) covering 30% of the whole journey length, with an average movement speed of 574 km/day. We explain this migration behaviour as an adaptation for crossing the ecological barriers imposed by arid environments.",https://avianres.biomedcentral.com/track/pdf/10.1186/s40657-021-00305-1,avianres.biomedcentral.com,violette,2022-04-05,0,0,1,1,1,-6.54185175757359,"['citrine wagtail', 'motacilla citreola']",139
2019-12-30,https://link.springer.com/article/10.1007/BF03544444,Diet of Ornate Hawk-Eagle (Spizaetus ornatus) | SpringerLink,"The Ornate Hawk-Eagle (Spizaetus ornatus) is a top predator and inhabits mainly preserved forests. It occurs from Mexico to Argentina and throughout Brazil, where it is threatened by extinction. It hunts birds, mammals and reptiles, picking up both on the ground and on the branches in the forest. Here we report data on a pair and one young individual of this species registered in the southeast ...",en,Diet of Ornate Hawk-Eagle (Spizaetus ornatus),"The Ornate Hawk-Eagle (Spizaetus ornatus) is a top predator and inhabits mainly preserved forests. It occurs from Mexico to Argentina and throughout Brazil, where it is threatened by extinction. It hunts birds, mammals and reptiles, picking up both on the ground and on the branches in the forest. Here we report data on a pair and one young individual of this species registered in the southeast of Minas Gerais state, eastern portion of the Espinhaço Range, Brazil. In addition, a literature review on the diet of the species was carried out aiming gather data on food habits. The nesting territory, as well as the nest was discovered in semi-deciduous seasonal forest area. We recorded predation of a Lesser Yellow-headed Vulture (Cathartes burrovianus) by the young. After two days of observation, the nest was overthrown, what allowed its screening for other food items discovered after analysis of some feathers and bones. Detailed records of predation of S. ornatus were non-existent or inaccurate. Taking together our own field observation and the literature review, we found 121 taxa consumed by S. ornatus. A total of 78 bird species were reported, mainly Galliformes, followed by medium-sized mammals (38 species), well represented by Rodentia and Primates.",https://link.springer.com/content/pdf/10.1007/BF03544444.pdf,link.springer.com,penacho,2022-04-09,0,0,1,1,1,-6.54749297693808,"['spizaetus ornatus', 'cathartes burrovianus']",842
2019-10-16,https://link.springer.com/article/10.1007/s10531-019-01878-6,Species richness and distribution of the largest plant ...,"Angolan Miombo Woodlands, the largest ecoregion in Angola, has the highest number of occurrences (92 occurrences belonging to 34 taxa), contrasting with the Western Congolian Forest-Savanna Mosaic and Zambezian Baikiaea woodlands where only one occurrence was recorded (Fig. 4 ).",en,Species richness and distribution of the largest plant radiation of Angola: Euphorbia (Euphorbiaceae),"Knowledge of species richness and distribution of African biodiversity comes primarily from fauna studies, despite the tremendous richness of the flora. The genus Euphorbia (Euphorbiaceae) is one of the most diverse plant genera, and shows a great diversity across Africa. This genus is the largest endemic plant radiation in Angola, including 82 native species with a large diversity of life forms (e.g. herbs, shrubs and trees, and several succulent species) 61% of which are endemics. Considering the great diversity of species, habitats and climatic conditions of Angola, this study aims to: (i) update the inventory of the Euphorbia in this country; (ii) investigate the distribution of these species in the Köppen–Geiger climatic regions, WWF ecoregions, and within the protected areas network; and (iii) use these new findings to devise future conservation programs to protect Angola’s high plant diversity. Our results revealed that there are 49 endemic Euphorbia species (54 endemic taxa) in Angola, most of which occur in the extensive Miombo woodlands, although some species are restricted to the arid zones of southern Angola. The representation of Euphorbia endemics in protected areas was low, with Iona National Park and the Partial Reserve of Namibe showing the best potential for species protection. Centres of diversity and endemism were found in Serra da Chela (Huíla province) and the Angolan Kaokoveld Desert (Namibe province) and must be considered of conservation importance. A re-evaluation of Angola’s protected areas network might be required to facilitate and promote effective conservation of the unique plant diversity of the country.",https://link.springer.com/content/pdf/10.1007/s10531-019-01878-6.pdf,link.springer.com,miombo,2022-04-12,0,0,1,1,1,-6.5475406094798,,917
